content,sentiment
"Estoy con todos los sentimientos, odio las despedidas y hoy estaré muy emocional. Con fe mi último día aquí y nuevos retos por venir",NEU
Por esos amigos que les dices que estas triste y ya te están planeando las salidas hasta los viajes a futuro con ellos Como los quiero,P
"@LinkinParkPeru sería genial...Tengo q ir cotizando mis órganos por q si es cierto voy si o si, queda sentenciado! #LinkinParkenPeru2017",P
+ a veces se la pedía prestado se molestó y me la vendió para que no la joda. Ahora ella es la que más la usa,NONE
Dar gracias y reconocer todo lo que tenemos es el primer paso para tener una vida de plenitud y llena de felicidad. Todo lo demás llegará,NONE
"@magdyelugaz q lindo verte llevando la alegria a las familias y niños en esas fiestas, espero que la pases lindo amiga Te deseo lo mejor",P
"Waze renunció a ser guía en le trafico limeño, le llego y se arrancó, Lima y su trafico del mal jaja",NEU
"Que ganas de estrellar un ladrillo en la cabeza de mi jefe, tirar la puta computadora por la ventana y quemar el lugar",N
"Hoy todos en la oficina se han burlado porque le he pedido a mi amigos secreto #PokemonMoon, me siento ""buliado""",N
"@monicaventas hola Monica, tus libros (versión papel) se venden en Perú? Lo tenemos que dar como lectura obligada a nuestros vendedores",NONE
"@PonyGaJr si algo a si parecia, eso fue raro .__. pero es un video, igual sabemos ellos dos estan juntitos y estan bien",NEU
Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.,N
".@Taxibeat_Lima hola, envié un correo debido a que mi usuario está supendido. Quisiera me ayuden con el inconveniente. Gracias",NONE
@SoyCaracola si lugar de incalculables arrochadas,N
"Después de 10 años, los Cantantes Sin Futuro volvieron a tocar juntos en Arequipa y yo en Lima Maldita sea",N
"@elsacasas no lo aprendes ni en el cole, ni en la universidad ni haciendo 100 posgrados. O naces o no. Es congénito",NONE
Este mes es muy difícil 1er año de fallecida de mi sobrina cumpleaños de mi Madre y mi hermana,N
fue algo parecido al amor,NONE
La luna de nuevo #cielodespejado #smp,NONE
@AnaBelenDoll lo pasaron lindo ayer?,NONE
Sigamos siendo felices felices felices,P
Dibujé a Chikorita (mi pokemon fav) y lo malogré con 'mi técnica de pintar con acuarelas'...tmr!,NONE
"Despertar con la noticia de esta terrible tragedia . Dios los tenga en su gloria campeones , sabiduría y resignación para las familias",N
"Lo bueno de salir temprano es que puedo almorzar en mi casa, o sea, comida de verdad",P
"Al principio me dolió ese corazón azul, luego recordé cómo era y que no tiene bandera y se me pasó",P
@musadorada a tu PI? Pues asumo que si. Será tipo conferencia y te daremos certificado. Pasame tu nombre completo,NEU
"recuerdo que hace 20 kilos decía ""csm, quiero engordar"" 20 kilos después me quedé sin shorts + pantalones quiero ser flaco otra vez",NONE
"Qué bonito es entrar a tu correo y que dos empresas, al mismo tiempo, te confirmen un fuerte auspicio",P
"@2820gchu maldito ataque de ansiedad tampoco lo soporto, es por eso que los dramas en emisión me hacen sufrir horrores",N
"Queda claro que yo solo vivo para viajar~ No necesito casas ni propiedades, solo necesito boletos de avión y mi mapita",NONE
"Un sentimiento y sensación hermosa que disfruto segundo a segundo con ganas enormes de abrazarte sin morbo ni nada, solo algo tan puro.",P
"@IvettlyOficial Yo igual, recuerdo que siempre te estaré apoyando en todo, a pesar de la distancia, siempre estaré aquí.",P
"Gente tuitera, en Cantagallo hace falta voluntarios y donación de pañales, útiles de aseo, leche, frazadas. Sean buenos y si pueden vayan",NONE
@richie2492 jajaja claro como olvidarlo!ay ya quisiera pero llego a mi casa a las 10 11pm por mis clases y no puedo ni siquiera ver nada,NONE
#CuandoTengoPlata lo gasto todo muy rápido,NONE
"Si tu día esta amargo ""pues dale una movida"" aveces el azúcar esta en el fondo.",NEU
"@karim0603 jajajaja... yo no insulto a nadie, ni bloqueo... yo me comporto en el Twitter como en mi vida normal...",NEU
"Extraño las clases de biblia del Pastor Manzanares y sus no tareas , aún no supero que se haya ido",N
@edelacr7 Ely todo bien? no se nada de ti u.u tengo número nuevo! >.;,NONE
La fotografía es el medio que te permite reflejar las emociones y conocer a maravillosas personas. Tenlo siempre presente amigo,NONE
"Fue muy bonito postular para el CEUP, hacer cosas que nunca pensé que podía en cortísimo tiempo, de hecho me enseñó a organizarme. #feliz",P
"quiere ser tu luz del día y tu descontrol en la noche mas fría #FanaticaConElTalento sonando @pabloalboran ""la escalera"" @CarlosJRubiofm",NONE
Hasta las últimas consecuecias #Abrahamers #Lealtad,NEU
Gente juerguera de tuiter (?) algún lugar recomendable donde pongan reggaeton de la old school por la Lima? Si saben recomiéndeme porfa,NONE
"@ldpilarevolledo tolerancia pilu, tolerancia siempre nadie es mejor o peor por la musica que escucha shaky shaky shaky shaky shaky",NEU
@eunhyukeeprince por eso yo también tengo mis bias.. y apoyo a los demás pero la mayoría del fandom no y pos..,NEU
"@eunhyukeeprince no te preocupes ^^ como dije...ELF puede hacer lo que quiera, a mi solo me importa SJ",NEU
"¡HEY TÚ AMANTE DEL HIP HOP! #enmedios te trae lo mejor Entrevista a Paolo Casaña , nuestro #rapero del día .",NONE
@lauritasole Yo una vez le dibujé unos corazones a mi profe de inglés en el examen final. Igual me jaló,NONE
"Taaaanto que se mueren por saber de mi, vamo a dejar que me stalkeen para que luego se puedan ir felices a la mrda",N
"Por fin río, caray. Después de lo de ayer, pensé que me iba a deprimir, pero hoy estoy feliz",P
"El mejor regalo de hoy, aparte de mucha comida, Ganó Perú..!!! #VamosPerú #10/11",P
@unforesto @YurikitoKSP lo dice para hacernos sentir mejor u.u jaja...Pero bueno eres más joven tienes mucho por ver y hacer . Éxitos!,NEU
@mario_hart de parte de mi hermana ella dice que por que no te vuelves a pintar de rubio que asi de rubio te queda mejor piensalo,NEU
"Si solo votaran los #millenials, no habría #Brexit, Rajoy no hubiese sido reelecto, y se habría firmado el Acuerdo de Paz en Colombia.",NEU
@popstitude nadie quiere escuchar tu (horrible) música. Deberías respetar el área común. (Imbesil) super polite!,N
Comenzando mal la semana enfermandome,N
@SibylCollantes me dejo pensando tu twitt,NONE
Los días pasan y cada salida es tan genial a tu lado Eres lo máximo y lo mejor que me ha pasado este año.,P
"No se con qué rayos pintan la señaletica de las pistas, pero mi cuarto apesta a esa huevada",N
"Cada vez que escucho ""Instituciones"" de Sui Generis se me escarapela la piel por lo hermosa que es y también me acuerdo de ti",P
"Feliz por las salvadas por el público y la salvada por el jurado canta dms bien pero la veo como solista, Aimee era más para #LaBanda",P
Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud,NONE
Lo que se enojó cuando le dije que me iva a ir a pachanga :v jajajajajaja lindo amiguito resultó ser,N
"No es el ayer ni el futuro quien nos determinan sino lo que hacemos en el aquí y el ahora, donde todo es posible",NEU
"@mchl1782 @SalitaSin @CharitoObando Mas bien, penoso desconocimiento diversas realidades del Perú. Ahora anda preocupada x el clásico(!?)",N
El segundo video del Otaku Fest está a un 60% (?) ;_; Espero esté listo para el día lunes,N
"Papá:Yo quería ir al clásico contigo nena,pero el domingo juego 3:30pm y otra vez no me verás. Yo: Ay noooo papi",NEU
@Yeesus_ @laMaquinaPeru @CSerranoTV ya no es lo mismo,N
Cómo todo los VIERNES siempre esperando @Rapperground RAP en la radio a la media noche 12:00am vía los 102.7 FM radio filarmónia yeahh,P
Este es el único día del año en el que me muero de ganas por salir a una disco y no tengo con quién,N
Que día mas agotador.... conferencia laboratorio y clase sin parar y para cerrar el día..... mañana tengo clases full day yeeee!,N
Tan desesperado que hasta stalkea,N
"Gracias canal 35 por la entrevista que hice de #Wake estoy muy contenta, que mañana me voy por muchos piscos jaja",NONE
"@tenyexrsgone A mi me jode bastante eso créeme, y mas aun que de acá ni del hotel salieran, no se porque siempre lo mismo",N
"@IvettlyOficial Gracias a ti por todo, por el cariño que brindas a tus seguidores, por ser tan buena, por ser como eres simplemente.",P
Ese momento en ronque agarras el sueño profundo y te despiertan de la peor forma .... Que maldad,N
"Creo que es la primera vez que no me deprimo por la fecha de mi cumple, esta vez la preocupación por mi sustenta le ganó",N
creo que ambos nos seguimos leyendo pues bueno espero estés bien y poder conversar en algún momento éxitos en todo y vibras,P
"Amiguitos, yo siempre hablo/escribo de la misma forma, soy bastante cariñoso ... no te estoy gileando, ni quiero algo contigo, sí?",NONE
Antes el Matsuri era gratis despues subio a 10S/. Ahora 20S/ y ahora es limitado Ya nada sera como antes...,N
"Y uno que pensaba que no había que hacer, inicio a realizar mi escalonado y mil horas para terminar",NONE
"@cineplanet hola, me gustaría saber si van a estrenar en Piura la chica del tren, espero su gentil respuesta, gracias.",NONE
@ElMiyashiro @elguilledice @angelabandonado @perudirector @recomienda_pe @Andresilvachuy Ya vere tu peliii exitos,P
"@odiomistweets No puede ser, eso me está pasando en estos momentos, hace rato estaba good happy y ahora solo i cry",N
@MarifeCastroR si que bueno les gusto eso buscamos que las personas les guste la interpretación y cosplay muchas gracias a ti,P
"@LuzuGames @LuzuVlogs @HelloImLana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra",NONE
"Ptm, en serio Rafael se pasa!! En fin, mejor no me meto en ese asunto",NEU
"¡Gran ejemplo a seguir Lennon! inspiradora eeriencia ""De agilista a empresario #devHangout con @lshimokawa @devacademyla""",P
Es bueno aclarar las cosas,NONE
"@neohelden ¿En serio?? Ignoras por convicción, esa es una ;lo de intereses de universidades se ha dicho hasta el cansancio.",N
"Por Navidad que tus huelepedos te regalen agüita de azahar, cosa que te calmas y dejas de enviar DM porque te hicieron LEÑA en Twitter.",N
Que huevada es trabajar feriado,N
"Yo también podría subir las fotos de mis comidas y juguitos fit, mi rutina en el gym but ¿Cúal es el fin? #genteposera #FelizJueves",N
"Ma, mira... - Qué? La Paca? Sí, cómo supiste? - Porque es lo único que haces.",NONE
"@dane_ng A Ud. parece que sí, porque la educación que TODO MUNDO recibe por lo visto le choca de sobremanera.",N
"@yamtst uuuuy más que feliz con eso, quiero ir a verte!!! Tengo mis últimas vacaciones",P
Aquí con mi buen amigo 'Carl' de la película 'UP' Lo máximo!,P
"@mikkielias estes donde estes quiero que sea feliz, y te quiero ver en la tv SAZÓN MICHELA VUELVE A",NONE
Viendo la que será de hecho una de las sorpresas del cine peruano del 2017. Nueva sangre para renovar nuestra filmografía nacional,P
"Casi el 80% de los pobladores estamos mal ubicados, en un terremoto estiman 50 mil muertos en Lima",N
¡Feliz Nuevo Nacimiento! Un infinito GRACIAS por tu Presencia aqui. ¡Un Abrazo Enorme!. Alicia.,P
Hoy estaré en @RadioLaZonaFM en zona de Humor ups! De Amor 90.5 Fm solo para desearles Feliz Navidad y si quieren les doy una noche buena,NONE
Como se va ir @NeneElx276 el fue uno de los principales jugadores que nos dio la novena.,N
Saber que hay lugares y sueños infinitos por alcanzar este 2017..... Y empezar a planear como alcanzarlos yaaaaa,NONE
"@claudiacisneros ...nada queda de ese Canal N que informaba la verdad cuando todos los medios estaban vendidos, que pena",N
"Me contaron una historia rara de el significado del uso de anillos de oro, plata, en que dedo y todo... pero lo he olvidado",NONE
Lo bonito de esta madrugada fue terminar bailándole a la mamita en otuzco y regina me abrace en el buss porque yo tenia mucho miedo,NEU
"@ArandaPuig lamentó si le parecí prepotente, pero simplemente respondí a su afirmaciones erróneas. Puede preguntar cuanto quiera.",NEU
"Al fin se inauguró el nuevo estacionamiento del parque Kennedy! Y será gratis hasta fin de año, habrá que ir a probarlo con la bici",P
Solo entré a tw a confirmar la noticia y de verdad fue lo peor! no paro de llorar,N
"@204Danielle Extrañaremos mucho a Tamara, la mala mas buena vivirá siempre en nuestros corazones.",N
"@ViviSantosP Nunca olvidaremos a Dulce y a Robi, 2 grandes androides con un corazón gigantesco.",NEU
@monich16 las que podrian llorar al verla aca son las feministas es medio brava la pela. Buenaza!,NEU
"@_fersha_ rajado! Y es un hombre, eso me halaga más, lo compró todo él solito",P
@mariobautista_ te amo mucho ojalá lo supieras,P
Creo que lo mas jodido del 2016 ya me ha pasado y ya estoy lista para lo que venga! jodidamente bien,P
"@congresoperu @LuzSalgado_R Canastas de 920 soles para todo el Perú, eso serio bueno",NONE
Sin duda ha sido la semana más larga del mundo a su vez ha sido una de las más bellas,P
"@rathaly Falleció el perro de mi amigo ""Pazuz"" por eso lo recuerdo así. No me tires un zapato. Estoy tristita.",N
feliz por tener conmigo a mi hermosa familia que dios me los cuide y bendiga siempre #seguimosconfuerza,P
"@GeMarines @FlacoRicardo19 que tal mama! Mi madre a veeeeeces cuando me ve cansada me prepara algo caliente, igual es linda",P
"@IvettlyOficial Tú también eres muy bella, gracias por hacer cada día mas hermoso con tu sonrisa y tu forma de ser.",P
@CaELiKe Y que es muy bueno que alguien hable sobre el tema porque muchos no lo hablan debido a que es un tema considerado Tabu.,NONE
"Afortunadamente todo te quepa re-bien Pero este look tuyo no me agradó Pero eso no es primordial, tu esencia…",N
"No creo el amor a primera vista, pero si el querer en la primera noche",NEU
Se acuerdan de la canción de la 83line y KangIn? La de Ferrari? Era buena,P
@JustBloomTeam Katy le dió like en instagram y en mis Rt hace dos días los vieron juntos,NEU
"Los miércoles son lindos, quedarme en casa hasta las 10am me parece un lujo",P
@venezuelanita Así es un saludo desde Perú! La vida es mejor con un buen vino o un buen café!,P
@unaese esperate que haga caja y te visito tengo planeado que mi 2017 sea un año bien viajero!,NONE
"Aunque no me crean, yo quiero mucho a @zorrodeabajo y a @unaese. Como diría mi abuela, los montones amontonados. creanmee",NONE
Siempre se fugan los ex presidentes #Nadine,NEU
"@RenzoMirandaQ JAJAJAJAJAJAJAJA ¿estás racista, Rosado? Blanquito y todo te acepto, así me discrimines por negra",NEU
@CaELiKe Que tengas un fantástico día Caeli,P
mis amiguitos drogos no me hablan,NONE
@corodario Hola Feliz Cumplee pasala genial al lado de tu familia y amigos!! espero me respondas pronto...,P
@cindy_k20 Es que conseguí una buena chamba hasta el 24 de diciembre y necesito el dinerus ¿Nos vemos después de esa fecha?,NONE
"El dolor. Pude tener muchas definiciones, pero el dolor de una madre por la repentina partida de un hijo; es un dolor irreparable. #Dolor",N
Extrañar es el peor sentimiento del mundo. Sientes como no puedes hacer nada por estar cerca de quien extrañas.,NONE
@LaliaB24 No podré concursar entonces y encima el proximo mes se vence mi suscripción al gimnasio.,N
Quiero un pan con salchicha huachana,NONE
me siento orgullosa de ser tu fan @selenagomez desde hace muchos años ...ese speach lo dijo todo te sigo admirando,P
No es bonito estar sin celular,N
@vivianxhv se alejaron fue doloroso. Zayn dice que se habla poco con Liam. (El único),N
Que horrible ser tan Celosa,N
estoy apunto de estar feliz pueden creer eso ? yo no !,P
Tener tantos días libre y esperar al último para hacer trabajos jajajaja,N
@lux_obrien jajaja enserio? a mi no me anda o bueno creo que no la se usar nose,NEU
"Ojala pudiera devolver el tiempo, para verte de nuevo, para darte un abrazo y nunca soltarte . #IMissYou #MyAngel",N
@TatoGI cada cantante y canción nueva caray,NEU
Triste aburrido perdido sin saber q hacer solo quiero desaparecer para siempre a nadie le importara no encuentro otra salida...,N
Yo solo quiero que me engria,NEU
Gripe sal de este puerco trabajador,NONE
"No puede ser! Los 2 @cineplanet de #Trujillo cerrados, yo quería ver @calichinlapeli @ElMiyashiro",N
Feliz día a todos mis amigos músicos y a todos los músicos en general. Pásanela bonito #Música #Rock #vida #felicidad,P
Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,NEU
Creo que soy muy rencorosa,N
@highoncrackyeol Oh ya bloqueé ese número fácil son marcas porque me dijeron algo de que debía una cuenta de más de 3k$ en el banco wtf,NONE
"Buenos días amigos, detrás de una sonrisa hay una esperanza que avanza vamos con actitud y Fe",P
Brother en verdad me duele el cuerpo y no tengo la más mínima idea del porqué,N
Tendré que aprender a usar protector... Insolación Lo bueno es que me divertí mucho paseando en bici con mi segunda familia,P
@TatoGI los años no pasan en vano,NEU
He confundido 'concreto' por 'contrato' y 'espacial' por 'especial' en menos de una semana. ¿Qué mierda me pasa?,NONE
"@cornejorugel31 ya me imagino su calor que debe estar haciendo allá, ya me imagino negra",NEU
Solo emociona la primera etapa,P
@joannabolona que paso? también?... vao a jugar FIFA15 en play 3.. con unas coronas!... hahaha! se vienen mejores días! saludos!,P
"Estoy muy feliz por las chicas , todo lo que han crecido en la industria estoy muy feliz las amo con todo mi corazón #5HonAMAs",P
"El día del hombre pasó desapercibido por las mujeres, si fuera al revés no nos perdonan",NONE
@AbrahamMateoESP Exacto! Todo lo que él hace lo hace con el corazón y desde el corazón,NONE
@atvmasnoticias Me parece que Zuckerberg visualiza a Kuczynski como un 'muñequito bailarín' en FB... para indicar cuando estemos felices.,NONE
"Me gustaría pensar que me están haciendo un bluffing, de esos que yo haría. Pero algo me dice que no es así",NEU
"@mariomejiah bueno, no será troll pero Arana dice que no está de acuerdo paradojas de este congreso estrafalario",N
Como lidiar con un @#&@%#&-@gerente ....aguanta niña sólo 6semanas +,NONE
"Hasta luego, Arequipa See you soon (@ Aeropuerto Internacional Alférez Alfredo Rodríguez Ballón (AQP))",NONE
@MitsukiAuri Estoy en semana de examenes asi que somos dos,NONE
Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta,N
Después de 5 días! CREO que mi cronograma de viajes por trabajo ya está listo,NONE
Jamas dejare de pasar una navidad y mucho menos un año nuevo fuera de casa,NEU
"Que tristes son los velorios y entierros, mi Papá está llorando peor que un bebito recien nacido",N
Me siento tan estúpido de haber abierto una herida ya cicatrizada a alguien que aún me sigue importando.... lo siento,N
@memepoliticope mientras q no le rompa la ñata o se la venda pateada...ta bien que se relaje mi tocayo gringo,NONE
@IsabelArtica vamos a juntos en concierto?,NONE
@luchinrc en todos nuestros centros comerciales,NONE
Éramos como el agua y el aceito en un momento pero al final llegamos a mezclarnos en un sentimiento mutuo...,P
@AndyCamus8 JAJAJAJAJAJA Hola amigo Andy que ha sido de tu vida ya no te dejas ver,NONE
@AlvaroQGonz pero es verdah pe!,NONE
"Después de unos cuatro días de ermitaña, salir al sol no me hizo muy bien fiebre largate",N
Dateame: albañil bueno bonito y barato please. Pintor de fachada y carpintero. Se agradece!,NONE
Quiero una ropa de baño entera. Pueden no cobrar MIL soles por un poquito de tela con huequito?.Gracias,N
"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año",NONE
"La profesora se pregunta qué pasa con la segurdad jurídica, y yo solo sigo pensando en qué culpa tuvo Fatmagul",NONE
Esas personas que se aclaman los señores de la lectura -Libro favorito? -Cazadores de sombras #MeCortoUnHuevi,N
"#LatinaTeMaltrata achachaaaaay, primero los ""intocables"" de los realities y ahora esto, se dan cuenta quiénes dirigen la Tv Basura?",N
De qué sirven los feriados si al final toca recuperar con horas extras,NEU
@jrojasnovoa eso mismo de hecho has logrado un montón porque valoras el esfuerzo y eso es más bien envidiable,P
Situación económica actual: Le debo 2 soles al Metro de Shell JAJAJAJAJA,NEU
"""y recuerda que SIEMPRE mañana será otro día"" palabras de alguien que siempre estará conmigo",NONE
@IvettlyOficial La felicidad también es algo seguro solo debemos buscarla en las pequeñas cosas de la vida.,NEU
Buena Galdos y eso q la conoces y te cae bien cuando se dara cuenta la flaca por su bien sin joda q va por mal camino,NEU
Ojalá la capital este tan caliente como dicen esos q se quejan del clima caluroso!!!!,N
Por un momento pensé que #APEC2016 era todos los años en Lima y ya estaba emocionado,NEU
Las chicas ya van a salir estoy muy nerviosa y feliz que todo salga bien ⭐,NONE
#Nunca mas pero q mujer para más insegura Saludos para lizbeth y julver,N
"#AMAsTNT @BrunoMars abriendo los AMAS guao!!! , esperando a @ladygaga queen !!! Peru",P
@mijacabello97 feliz cumpleaños que sea el mejor cumpleaños de todos muchas bendiciones y muchos éxitos por siempre,NONE
@argirltecture_ jajajajajajaj la desesperación pues loca,NONE
"@Jimmychinchay @canalN_ bien sra presidenta, se predica con el ejm, muy bien!!!!",P
"una llegada a Trujillo diferente, meditando pensando y mas tarde a disfrutar la solteria",NONE
Cristalito me regalo una piedrita bonita y me la olvidé en hco,NONE
realmente hacía un gran trabajo pero dónde sea que esté espero que sepa que apreciamos mucho lo que hacía,P
la culpa la tiene el inutil del partner q m toco  x eso no se si llegare a tiempo a las 4,N
si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai,NONE
@chepibolaa literal e de irme a la m* el asalto de hace un mes repercute en mi sueldo de esta quincena. odio todo csm.,N
Que se junte de nuevo #vozveis,NONE
@coco_cocain Pero sal... Yo lo hago cuando pasa algo así. Soy el lacra de la familia.,N
"creo que hoy será la primera vez que un viernes llegaré temprano a la u, será porque es la última clase",NONE
@dnapa estoy tomándome un jarro REPLETO de eso,NEU
@dnapa I know. Y me comí un enrollado del tamaño de mi antebrazo,NONE
Tengo ganas de decir una frase políticamente incorrecta: Hoy es... viernes niiiguiii!!!! #blackfriday,NEU
Lo peor de mi cumple es que ese día empiezo mis clases de nuevo!!,N
@LimaAventureros q buen se oral !!!! Me encantaría sentir esa boquita recorrer mi pn erecto,P
"@AlejVillalobos no imagines, hay varios live action desde hace más de 10 años",NONE
Lo más triste es que debo llegar a terninar un ensayo para mañana #prayforsergi,N
"Amis @EzioOlivaFans, el Sáb. estaré en Chimbote x chamba y quiero saber si el chinito bello cantará en evento o privado, para ir",NONE
"@IsAlessandra Ale! yo estoy con unos dolores horribles tipo regla jaja,es q paro de aquí para allá me es imposible, pero llevaré frutita.",NONE
@IvettlyOficial El descanso también es necesario.,NONE
Necesito que sea viernes para que paguen. Estoy en la miseria total,N
"BUen día ... Hoy será un miércoles pintado de crema y rojo. Vamos por esos 3 puntos , a dejar todo en la cancha #YdaleU @Universitario",NONE
Y desde Suiza 🇨🇭Nadine desea que todos tengan un gran día Miércoles,NONE
@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.,P
Tu conectado y yo ni te comento porque se que no te aparezco y no lo veras @AbrahamMateoMus,NONE
@peruvianJKlover Que linda y grande que está Holly,P
@KatiaPalmaM Ricardo Arjona es increíble Katii me alegras las noches gracias por tu buen humor tkm,P
Extraño tener WiFi en las noches y no solo tener fb y wa gratis porque no hablo con nadie,NEU
Estoy tan cansada que no veré ninguna serie cuando llegue a casa,NONE
Necesito unas salchipapas ahora mismo,NONE
@HuaweiMobilePe porque mi equipo G8 se calienta demasiado y la bateria se baja rápido,N
Dios santo alexis me ha tenido casi llorando y ahora viene a calmarme ochenta vidas después este chico,NEU
"Lo imposible solo tarda un poco mas cada dia puede ser el comienzo de algo maravilloso, es el mañana que tanto t…",NONE
"No necesito más, si estoy junto a mi familia. Eternamente agradecida con Ds",P
Cuando te enamoras de cada flaca que pasa. Chimbote era chevere pero no me quirro ir de trujillo.,NONE
@nandoperu feliz día!! Pásala bonito en familia. Un abrazo fraterno,NONE
Como cuando estás súper triste y pones un playlist de Camila y Ha Ash . Los de la agencia se van a deprimir,N
@Monilict justo hoy tengo la cena de fin de año del trabajo y vine en vestido,NONE
"Nunca esperes nada bueno de Nadie , es mas bonito vivir así.",P
#KeikoLaMujerDelAño ... Gracias por poner las bases al partido mas bueno de todos los tiempos. Somos Naranjas,P
JUAS ahora dicen que la paja se la van a hacer con Tracer y su novia. Porque siempre se puede caer más bajo aún ¿no?,NONE
Mi culpa por comentarle en primer lugar,NEU
Rt por mi mama q me manda a comprar leche la muy desgraciada jajaj y estoy en él cuarto piso #VideoMTV2016 Abraham Mateo,N
"@luisenrique3365 Jeje. El @TuiteroCrema se perfila para periodista deportivo, pero si la atina le tendré más respeto desde ya.",NONE
@MrcdsEatWorld Creí que era el Almost Blue de Chet Baker. Qué luzfloridecepción contigo,N
"@boombitxhes @gabs_saucedo Bueno cada quien con sus sentimientosss, yo si y demasiadooo",NEU
@YurikitoKSP lo haz asustado al pobre,N
"No entiendo, hasta hace unos días te hablaba lindo, fresh y de la naaada cambian, y tú no hiciste nada #Kheeeeeeeeeé #SacandoConclusiones",N
"@TheCR_MAN ¿Se refieren a cierto ínclito lanudo, no? Digo para poner a enfriar las mías.",NONE
Tumbes me trae buenos recuerdos,P
@atenea2guerrera exacto ! cuando te esperanzas en algo o alguien y no resulta terminas decepcionada,NONE
@fiorellaaah @siriuscarlos yo solamente me rio con la página de memes hoteleros porque son muy on point,NONE
"Perrita Pelusa, en Amazonas, perdió sus cachorros y adoptó (robó) dos gatitos recién nacidos para amamantarlos",NONE
Justo hoy tenia que amanecer enfermo,N
hola chicos perdon por no subir videos estube en fermo pero ahora no y a ya subi uno mirenlo,NONE
Oye si sobretodo eso de trabajar duro! 2017 se viene con grandes cosas! Porque siempre…,NONE
"Que se te pierda el DNI justo a días de viajar, horrible, la verdad",N
"Es cuestión de actitud, de perspectiva y circunstancias. Así que buena cara a los momentos malos",NONE
Tal parece que murió el embajador ruso en Turquía Violencia engendra violencia: Juan Pablo II,NONE
"Mi jefe, siendo un inútil en momentos en los que se necesita una segunda opinión desde que ingresé a este lugar",N
"Hola Jefecito @CarlosJRubiofm ya conectada quisiera escuchar ""Simplemente tu"" y ""no podras"" de Cristian Castro @Fansdelaradio",NONE
Me encanta estar de noche en la IC. Lo único malo es que no puedo salir cuando mis amigos salen,P
@verdesrosas receta médica? Full pepas y descanso,NONE
"#ElRegaloQueNuncaLlegó fue el vaquero Wody y su caballo, los imprimi ise mi recortable pero no lo niego fui feliz con lo que me alcanzaba",P
@Pao_vales no tiene nada de malo ser coquetos,NEU
Que horrible sensación cuando se te atasca una pastilla en la garganta #Meduele.,N
"→ ¡Ya lo sabes, sigue a @Sedapal en sus Redes Sociales! Excelente semana para todos",NONE
"El tipo al que reemplazo se fue dejando todo el área lleno de problemas, encima llamo y apaga el celular",N
La final de @YoSoy_Peru esta esta muy interesante,P
Rodrigo es malo me deja sola una semana,N
@YoSoy_Peru la imitadora de Anita Santibañez canta igualito a la original viendo la Final,NONE
"@Ricardo_Arjona saludos desde Perú gano tu imitador , me encanta tus canciones",P
Ya ni voy a hacer bromas weon porque si yo hubiese leído eso durante la salida de Zayn me hubiese empezado llorado y todo que triste,NEU
@JKsSpicyLatina Espero que la hayas pasado lindo,P
Que tu primo te llame tan tempranito para que lo ayudes que esta detenido en la comisaria no tiene precio #muerodesueño,N
"Por que saben, con ella es la única persona que llegaba a la u y empezaba a hablar de 5h y yo 1D",NONE
"Arreglan todo, y listo, no saben como Sr siente la gente detrás de la pantalla, Camila que paso ?? Yo les tenia fe",N
_ Hola _ _ ... _ La quiero. *Un abrazo a las rodillas*,NEU
@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️,P
Shey esta yendo al canal seguro para El gran show y no veré cuentan todos bitches.,NONE
"Hoy tocan los Fabulosos Cadillacs, SUM 41, Papa Roach, Gondwana, Simple Plan y como 20 bandas masny no estoy ahi",NONE
"Que me responda con un ''OK'', es signo patognomónico de que se molestó.",NONE
Lo unico Navideño que hay en mi casa son las luces del módem,NONE
@DiceDiego1 @LopRock Soy un esclavo de fines de semana,N
Nicole choteando idiotas desde tiempos inmemorables!,NONE
Bailaste hermoso @EmiliaDrago gracias por el apoyo a @FiorellaCayo1,P
@YurikitoKSP tengo una amiga que dibuja genial.... s necesitas te paso su nombre,NEU
"@forceviciconte mica va a estar ne la 8g, porque sus palabras en ig me hace dudar, igual si sigue cbt peru y se queda alla mejor",N
"Definitivamente la mejor decisión de este sábado ha sido quedarme en casa con mis abuelos, prepararles la cena y conversar de todo",P
"@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes",P
"Cuando tengo la luz prendida me da sueño , cuando la apago se me va el sueño",N
"@DiceDiego1 @LopRock Ohhh ño ño ño ... Es el costo de trabajar estable. Pre quema? Jajajaja yara, me apunto para la quema más seguro",NEU
@latiachuchi pero yo las saludo porque las estimo asi me crean perro,NEU
Ya estuviera re descontrolado jajajajja,NEU
Todos sufriendo por el vivoxelron,N
